Loaded 1674 candidate files (site=None, family=None)
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\slides\java\getting-started\quickstart.md -- fixed: [('./developer-guide/working-with-connectors/', '../developer-guide/working-with-connectors/'), ('./developer-guide/working-with-comments/', '../developer-guide/working-with-comments/'), ('./developer-guide/features/', '../developer-guide/features/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\slides\java\getting-started\quickstart.md -- fixed: [('./developer-guide/working-with-connectors/', '../developer-guide/working-with-connectors/'), ('./developer-guide/working-with-comments/', '../developer-guide/working-with-comments/'), ('./developer-guide/features/', '../developer-guide/features/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ja\slides\net\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\slides\net\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\slides\net\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\slides\net\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\slides\net\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ar\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\bg\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\cs\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\da\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\de\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\el\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\es\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fa\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fr\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\he\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hi\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hr\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hu\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\id\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\it\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pt\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ro\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ru\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sk\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\th\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\slides\python\getting-started\quickstart.md -- fixed: [('./installation/', '../installation/'), ('././developer-guide/text-formatting/', '../../developer-guide/text-formatting/'), ('././developer-guide/working-with-shapes/', '../../developer-guide/working-with-shapes/'), ('././developer-guide/visual-effects/', '../../developer-guide/visual-effects/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ar\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\bg\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\el\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\es\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fa\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\he\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hr\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lt\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pt\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sr\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\th\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\zh\tex\python\getting-started\installation.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('./quickstart/', '../quickstart/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ar\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\bg\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\el\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fr\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\he\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hr\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hu\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pt\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ro\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\th\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\zh\tex\python\getting-started\quickstart.md -- fixed: [('././developer-guide/engine/', '../../developer-guide/engine/'), ('././developer-guide/output/', '../../developer-guide/output/'), ('././developer-guide/input/', '../../developer-guide/input/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ar\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\bg\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\cs\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\da\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\de\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\el\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\es\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fi\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fr\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\he\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hi\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hr\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hu\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\id\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\it\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lt\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lv\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ms\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\nl\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\no\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pt\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\words\python\developer-guide\converters.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ar\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\cs\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\da\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\de\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\el\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fi\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fr\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\he\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hi\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hr\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hu\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\id\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\it\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ja\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lt\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lv\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ms\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\nl\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\no\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pl\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pt\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ro\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
  [WRITE] D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ru\words\python\developer-guide\features.md -- fixed: [('./core-management/', '../core-management/')]
